EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM528,32,26-35,No,Travel_Rarely,Sales,10,Marketing,Good,Male,2,Sales Executive,Good,Single,5396,Y,No,12,Average,10,10,7,0,8.0
RM532,32,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,Average,Female,3,Research Director,Good,Single,11159,Y,No,15,Average,10,7,7,7,7.0
RM559,32,26-35,No,Travel_Frequently,Research & Development,24,Life Sciences,Poor,Male,2,Laboratory Technician,Good,Married,5309,Y,No,15,Average,10,10,8,4,7.0
RM601,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,Average,Female,2,Manufacturing Director,Average,Married,6162,Y,No,12,Average,14,14,13,6,8.0
RM623,32,26-35,No,Travel_Rarely,Sales,13,Life Sciences,Poor,Male,2,Sales Executive,Good,Divorced,4403,Y,No,11,Average,8,5,2,0,3.0
RM627,32,26-35,No,Travel_Rarely,Research & Development,8,Medical,Average,Female,2,Research Scientist,Average,Married,5175,Y,No,12,Average,9,5,3,1,3.0
RM638,32,26-35,No,Non_Travel,Research & Development,1,Life Sciences,Good,Male,1,Laboratory Technician,Good,Divorced,2314,Y,No,12,Average,4,3,0,0,2.0
RM642,32,26-35,No,Travel_Frequently,Sales,5,Life Sciences,Poor,Male,2,Sales Executive,Poor,Married,6524,Y,No,14,Average,10,10,8,5,3.0
RM657,32,26-35,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Poor,Male,1,Laboratory Technician,Good,Single,2795,Y,Yes,24,Good,1,1,0,0,1.0
RM683,32,26-35,No,Non_Travel,Research & Development,1,Life Sciences,Average,Female,1,Laboratory Technician,Poor,Married,2332,Y,No,20,Good,5,3,0,0,2.0
RM693,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,Average,Female,2,Manufacturing Director,Poor,Married,6725,Y,No,12,Average,8,8,7,6,3.0
RM757,32,26-35,No,Non_Travel,Research & Development,29,Medical,Good,Female,1,Laboratory Technician,Average,Single,4025,Y,No,12,Average,10,8,7,7,7.0
RM851,32,26-35,No,Non_Travel,Sales,2,Life Sciences,Average,Female,1,Sales Representative,Poor,Divorced,2827,Y,No,12,Average,1,1,0,0,0.0
RM881,32,26-35,No,Travel_Frequently,Research & Development,13,Other,Average,Female,1,Laboratory Technician,Poor,Married,2743,Y,No,20,Good,2,2,2,2,2.0
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Female,2,Research Scientist,Average,Single,4998,Y,Yes,14,Average,10,8,7,0,7.0
RM936,32,26-35,No,Travel_Rarely,Sales,8,Medical,Average,Male,2,Sales Executive,Good,Married,6209,Y,No,15,Average,10,10,7,0,8.0
RM940,32,26-35,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Good,Male,2,Laboratory Technician,Average,Married,4883,Y,No,18,Average,10,10,4,1,1.0
RM992,32,26-35,No,Travel_Rarely,Sales,2,Marketing,Average,Male,2,Sales Executive,Poor,Married,4078,Y,Yes,13,Average,4,3,2,1,2.0
RM1027,32,26-35,No,Travel_Rarely,Sales,7,Marketing,Good,Male,2,Sales Executive,Good,Married,9204,Y,No,12,Average,7,4,3,0,3.0
RM1076,32,26-35,No,Travel_Rarely,Research & Development,10,Medical,Average,Male,3,Manager,Good,Single,11244,Y,No,25,Good,10,5,2,0,0.0
RM1102,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,Good,Female,2,Research Scientist,Poor,Married,5878,Y,No,12,Average,12,7,1,2,5.0
RM1114,32,26-35,No,Non_Travel,Research & Development,1,Technical Degree,Good,Male,2,Research Scientist,Poor,Married,4087,Y,No,14,Average,9,6,5,1,2.0
RM1140,32,26-35,No,Travel_Rarely,Research & Development,5,Other,Poor,Female,1,Research Scientist,Good,Married,3312,Y,No,17,Average,6,3,2,0,2.0
RM1191,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,Good,Male,2,Research Scientist,Poor,Divorced,5470,Y,No,13,Average,10,9,5,1,6.0
RM1206,32,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,1,Laboratory Technician,Poor,Single,1393,Y,No,12,Average,1,1,0,0,0.0
RM1227,32,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,Poor,Male,1,Research Scientist,Average,Married,3433,Y,No,13,Average,10,5,2,1,3.0
RM1238,32,26-35,Yes,Travel_Rarely,Sales,1,Life Sciences,Poor,Male,2,Sales Executive,Poor,Single,6735,Y,No,15,Average,10,0,0,0,0.0
RM1242,32,26-35,No,Travel_Rarely,Sales,19,Life Sciences,Good,Male,3,Sales Executive,Average,Married,9610,Y,No,13,Average,10,4,3,0,2.0
RM1261,32,26-35,No,Non_Travel,Research & Development,5,Technical Degree,Poor,Male,1,Research Scientist,Poor,Single,2718,Y,No,14,Average,12,7,7,0,7.0
RM1320,32,26-35,No,Travel_Frequently,Sales,10,Marketing,Good,Male,2,Sales Executive,Good,Single,4648,Y,No,13,Average,4,0,0,0,0.0
RM1327,32,26-35,Yes,Travel_Rarely,Sales,2,Marketing,Average,Male,2,Sales Executive,Poor,Single,9907,Y,Yes,12,Average,7,2,2,2,2.0
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Poor,Female,1,Research Scientist,Average,Single,2432,Y,Yes,14,Average,8,4,1,0,3.0
RM1389,32,26-35,No,Non_Travel,Research & Development,15,Medical,Average,Female,2,Healthcare Representative,Good,Divorced,6667,Y,No,18,Average,9,5,1,1,2.0
RM1395,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,Good,Male,2,Manufacturing Director,Good,Single,9679,Y,No,24,Good,8,1,0,0,0.0
RM1427,32,26-35,No,Travel_Rarely,Research & Development,29,Life Sciences,Average,Female,1,Laboratory Technician,Poor,Single,2837,Y,No,13,Average,6,6,2,4,1.0
RM1429,32,26-35,No,Travel_Rarely,Sales,1,Medical,Poor,Male,1,Sales Representative,Poor,Married,2269,Y,No,14,Average,3,2,2,2,2.0
RM1432,32,26-35,No,Travel_Rarely,Sales,1,Marketing,Average,Female,3,Sales Executive,Good,Married,10422,Y,No,19,Average,14,14,10,5,7.0
RM1450,32,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,Good,Male,1,Research Scientist,Poor,Single,2439,Y,No,14,Average,4,4,2,1,2.0
RM004,33,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,Good,Female,1,Research Scientist,Average,Married,2909,Y,Yes,11,Average,8,8,7,3,0.0
RM031,33,26-35,No,Travel_Rarely,Research & Development,2,Medical,Average,Male,1,Laboratory Technician,Good,Single,2496,Y,No,11,Average,7,1,1,0,3.0
RM040,33,26-35,No,Travel_Frequently,Sales,1,Life Sciences,Average,Female,2,Sales Executive,Poor,Married,5376,Y,No,19,Average,10,5,3,1,3.0
RM056,33,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,Poor,Female,3,Research Director,Good,Single,13458,Y,Yes,12,Average,15,15,14,8,12.0
RM122,33,26-35,No,Non_Travel,Sales,22,Marketing,Average,Male,2,Sales Executive,Poor,Married,6146,Y,No,13,Average,8,7,7,0,7.0
RM177,33,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Male,1,Research Scientist,Good,Single,2500,Y,No,14,Average,4,3,1,0,2.0
RM186,33,26-35,No,Travel_Rarely,Research & Development,14,Medical,Good,Female,1,Research Scientist,Poor,Married,2756,Y,No,13,Average,8,8,7,1,6.0
RM222,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,Average,Female,1,Research Scientist,Poor,Married,2622,Y,No,21,Good,7,3,2,1,1.0
RM235,33,26-35,Yes,Travel_Rarely,Research & Development,14,Medical,Average,Male,1,Laboratory Technician,Good,Married,2436,Y,Yes,13,Average,8,5,4,0,4.0
RM237,33,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Female,1,Laboratory Technician,Poor,Married,2707,Y,No,20,Good,13,9,7,1,7.0
RM247,33,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,Average,Female,1,Research Scientist,Good,Married,2911,Y,No,13,Average,2,2,2,0,2.0
RM314,33,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,Good,Female,3,Manager,Poor,Married,11878,Y,No,11,Average,12,10,6,8,8.0
RM329,33,26-35,No,Travel_Frequently,Sales,10,Marketing,Poor,Male,2,Sales Executive,Good,Single,4682,Y,No,14,Average,9,7,7,0,1.0
RM364,33,26-35,Yes,Travel_Rarely,Sales,5,Marketing,Good,Female,1,Sales Representative,Average,Single,2851,Y,Yes,13,Average,1,1,0,0,0.0
RM436,33,26-35,Yes,Travel_Rarely,Research & Development,15,Medical,Poor,Male,3,Manager,Average,Married,13610,Y,Yes,12,Average,15,7,6,7,7.0
RM437,33,26-35,Yes,Travel_Rarely,Research & Development,10,Medical,Poor,Male,1,Laboratory Technician,Good,Divorced,3408,Y,No,13,Average,8,4,3,1,3.0
RM456,33,26-35,No,Travel_Rarely,Research & Development,1,Medical,Poor,Female,4,Research Director,Average,Divorced,16184,Y,No,19,Average,10,6,1,0,5.0
RM500,33,26-35,No,Travel_Rarely,Sales,8,Marketing,Average,Male,2,Sales Executive,Average,Divorced,7104,Y,No,12,Average,6,5,0,1,2.0
RM510,33,26-35,No,Travel_Frequently,Research & Development,6,Life Sciences,Average,Male,2,Healthcare Representative,Good,Divorced,7725,Y,No,23,Good,15,13,11,4,7.0
RM515,33,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Poor,Male,1,Research Scientist,Poor,Single,3348,Y,Yes,11,Average,10,10,8,9,7.0
RM563,33,26-35,Yes,Travel_Rarely,Research & Development,1,Other,Good,Male,1,Research Scientist,Good,Single,2686,Y,Yes,13,Average,10,10,9,7,8.0
RM591,33,26-35,No,Travel_Rarely,Research & Development,7,Medical,Average,Male,3,Research Director,Average,Married,11691,Y,No,11,Average,14,13,9,3,7.0
RM592,33,26-35,Yes,Travel_Rarely,Sales,16,Marketing,Poor,Female,2,Sales Executive,Poor,Single,5324,Y,No,15,Average,6,3,2,0,2.0
RM620,33,26-35,No,Travel_Rarely,Sales,1,Medical,Poor,Male,2,Sales Executive,Poor,Divorced,4037,Y,No,22,Good,9,9,8,0,8.0
RM656,33,26-35,No,Travel_Rarely,Human Resources,3,Human Resources,Good,Male,1,Human Resources,Poor,Divorced,2277,Y,Yes,11,Average,7,4,3,0,3.0
RM674,33,26-35,No,Travel_Rarely,Research & Development,1,Other,Average,Male,1,Research Scientist,Poor,Single,2799,Y,Yes,11,Average,6,3,2,0,2.0
RM695,33,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,2,Healthcare Representative,Good,Single,6949,Y,No,14,Average,6,5,0,1,4.0
RM711,33,26-35,No,Non_Travel,Sales,17,Life Sciences,Good,Male,4,Manager,Average,Single,17444,Y,No,11,Average,10,10,8,6,0.0
RM713,33,26-35,No,Travel_Rarely,Research & Development,13,Life Sciences,Poor,Female,1,Research Scientist,Good,Single,3452,Y,No,18,Average,5,3,2,0,2.0
RM716,33,26-35,No,Travel_Frequently,Research & Development,1,Other,Average,Female,2,Healthcare Representative,Poor,Married,5488,Y,Yes,13,Average,6,6,5,1,2.0
RM755,33,26-35,No,Non_Travel,Sales,8,Life Sciences,Poor,Female,1,Sales Representative,Good,Single,2342,Y,No,19,Average,3,2,2,2,2.0
RM791,33,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,Good,Male,3,Healthcare Representative,Good,Divorced,7119,Y,No,15,Average,9,3,2,1,2.0
RM793,33,26-35,Yes,Travel_Frequently,Research & Development,29,Medical,Poor,Female,2,Research Scientist,Average,Single,4508,Y,No,22,Good,14,13,7,3,8.0
RM799,33,26-35,Yes,Travel_Rarely,Research & Development,25,Medical,Poor,Male,1,Research Scientist,Poor,Single,2313,Y,Yes,20,Good,5,2,2,2,2.0
RM803,33,26-35,No,Travel_Frequently,Sales,7,Life Sciences,Good,Female,2,Sales Executive,Poor,Married,4302,Y,No,17,Average,4,3,2,0,2.0
RM830,33,26-35,Yes,Travel_Rarely,Sales,9,Marketing,Poor,Female,2,Sales Executive,Poor,Single,8224,Y,Yes,17,Average,6,5,2,0,3.0
RM864,33,26-35,No,Travel_Rarely,Human Resources,2,Human Resources,Poor,Male,1,Human Resources,Average,Married,3600,Y,No,13,Average,5,5,4,1,4.0
RM873,33,26-35,No,Travel_Frequently,Sales,25,Medical,Poor,Female,2,Sales Executive,Average,Married,4539,Y,No,12,Average,10,10,7,0,1.0
RM884,33,26-35,No,Travel_Rarely,Research & Development,9,Medical,Poor,Male,1,Research Scientist,Good,Married,2781,Y,No,13,Average,15,14,10,4,10.0
RM909,33,26-35,No,Travel_Rarely,Sales,10,Marketing,Good,Male,3,Sales Executive,Average,Divorced,8380,Y,Yes,14,Average,10,9,8,0,8.0
RM991,33,26-35,No,Travel_Frequently,Sales,5,Life Sciences,Poor,Male,2,Sales Executive,Good,Married,9998,Y,No,13,Average,8,5,4,1,2.0
RM1048,33,26-35,No,Travel_Frequently,Sales,7,Medical,Good,Male,2,Sales Executive,Poor,Married,4373,Y,No,14,Average,5,4,3,0,3.0
RM1067,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,Poor,Female,1,Laboratory Technician,Poor,Married,3838,Y,No,11,Average,8,5,4,0,2.0
RM1075,33,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,Good,Male,2,Healthcare Representative,Average,Single,6388,Y,Yes,17,Average,14,0,0,0,0.0
RM1092,33,26-35,No,Travel_Rarely,Research & Development,25,Life Sciences,Good,Male,2,Manufacturing Director,Poor,Single,4320,Y,No,13,Average,5,5,3,0,2.0
RM1096,33,26-35,No,Travel_Rarely,Research & Development,28,Life Sciences,Poor,Male,2,Laboratory Technician,Average,Married,5207,Y,Yes,12,Average,15,15,14,5,7.0
RM1106,33,26-35,No,Travel_Rarely,Sales,8,Life Sciences,Poor,Male,2,Sales Executive,Poor,Married,6392,Y,No,13,Average,8,2,2,2,2.0
RM1190,33,26-35,No,Travel_Rarely,Sales,2,Medical,Good,Male,2,Sales Executive,Good,Divorced,5505,Y,No,14,Average,6,6,2,0,4.0
RM1199,33,26-35,No,Non_Travel,Sales,16,Life Sciences,Average,Female,2,Sales Executive,Good,Divorced,5368,Y,Yes,25,Good,7,6,5,1,2.0
RM1211,33,26-35,No,Travel_Rarely,Research & Development,21,Medical,Poor,Male,1,Laboratory Technician,Poor,Married,2028,Y,No,18,Average,14,14,11,2,13.0
RM1254,33,26-35,No,Non_Travel,Sales,2,Marketing,Good,Female,2,Sales Executive,Poor,Single,5147,Y,No,15,Average,13,11,7,1,7.0
RM1256,33,26-35,Yes,Travel_Rarely,Sales,16,Life Sciences,Poor,Female,3,Sales Executive,Poor,Single,8564,Y,Yes,20,Good,11,0,0,0,0.0
RM1266,33,26-35,No,Non_Travel,Research & Development,4,Technical Degree,Good,Male,2,Research Scientist,Poor,Divorced,3055,Y,No,15,Average,11,9,8,1,7.0
RM1283,33,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,Good,Male,1,Research Scientist,Poor,Married,3143,Y,No,19,Average,14,10,8,7,6.0
RM1364,33,26-35,No,Travel_Rarely,Sales,10,Marketing,Poor,Male,2,Sales Executive,Average,Single,5487,Y,No,14,Average,10,10,4,0,9.0
RM1399,33,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,Good,Male,2,Healthcare Representative,Average,Divorced,5968,Y,No,20,Good,9,9,7,2,8.0
RM1416,33,26-35,No,Non_Travel,Research & Development,1,Medical,Poor,Male,1,Laboratory Technician,Average,Divorced,2008,Y,No,12,Average,1,1,1,0,0.0
RM1426,33,26-35,No,Travel_Rarely,Research & Development,15,Medical,Poor,Female,2,Healthcare Representative,Good,Married,4878,Y,Yes,13,Average,10,9,7,8,1.0
RM014,34,26-35,No,Travel_Rarely,Research & Development,19,Medical,Poor,Male,1,Laboratory Technician,Good,Divorced,2661,Y,No,11,Average,3,2,2,1,2.0
RM023,34,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,Poor,Female,3,Research Director,Poor,Single,11994,Y,No,11,Average,13,12,6,2,3.0
RM025,34,26-35,Yes,Travel_Rarely,Research & Development,6,Medical,Poor,Male,1,Research Scientist,Poor,Single,2960,Y,No,11,Average,8,4,2,1,3.0
RM047,34,26-35,No,Non_Travel,Sales,23,Marketing,Poor,Male,2,Sales Executive,Average,Single,4568,Y,No,20,Good,10,9,5,8,7.0
RM085,34,26-35,No,Travel_Rarely,Research & Development,1,Medical,Poor,Male,2,Manufacturing Director,Poor,Married,4325,Y,No,15,Average,5,5,2,1,3.0
RM104,34,26-35,No,Travel_Rarely,Research & Development,6,Other,Poor,Female,2,Research Scientist,Average,Single,4809,Y,No,14,Average,16,16,13,2,10.0
RM112,34,26-35,Yes,Travel_Frequently,Research & Development,7,Life Sciences,Poor,Male,2,Laboratory Technician,Average,Single,6074,Y,Yes,24,Good,9,9,7,0,6.0
RM115,34,26-35,No,Travel_Rarely,Research & Development,6,Life Sciences,Average,Female,2,Research Scientist,Poor,Divorced,4505,Y,No,15,Average,12,1,0,0,0.0
RM117,34,26-35,No,Travel_Rarely,Research & Development,5,Medical,Average,Female,3,Manager,Poor,Single,11631,Y,No,12,Average,14,11,10,5,8.0
RM160,34,26-35,No,Travel_Frequently,Sales,2,Marketing,Average,Female,1,Sales Representative,Average,Married,2231,Y,No,18,Average,6,4,3,1,2.0
RM182,34,26-35,No,Travel_Rarely,Research & Development,27,Medical,Good,Female,1,Research Scientist,Poor,Single,2311,Y,No,15,Average,9,3,2,1,2.0
RM189,34,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Male,2,Manufacturing Director,Average,Married,9547,Y,No,17,Average,10,10,9,1,9.0
RM203,34,26-35,No,Travel_Frequently,Research & Development,10,Medical,Good,Male,1,Research Scientist,Average,Divorced,3815,Y,Yes,17,Average,5,5,3,2,0.0
RM248,34,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,2,Manufacturing Director,Poor,Married,5957,Y,No,13,Average,13,11,9,5,9.0
RM379,34,26-35,Yes,Non_Travel,Sales,19,Marketing,Poor,Male,2,Sales Executive,Good,Single,5304,Y,Yes,13,Average,9,5,2,0,4.0
RM394,34,26-35,No,Non_Travel,Sales,4,Marketing,Average,Female,2,Sales Executive,Average,Married,6538,Y,No,15,Average,6,3,2,1,2.0
RM416,34,26-35,Yes,Travel_Frequently,Sales,6,Marketing,Good,Female,1,Sales Representative,Average,Divorced,2351,Y,No,16,Average,3,2,2,1,0.0
RM433,34,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,1,Research Scientist,Average,Divorced,2768,Y,No,12,Average,14,7,3,5,7.0
RM441,34,26-35,Yes,Travel_Frequently,Human Resources,23,Human Resources,Poor,Female,3,Human Resources,Poor,Divorced,9950,Y,Yes,15,Average,11,3,2,0,2.0
RM463,34,26-35,No,Travel_Rarely,Sales,21,Life Sciences,Good,Male,2,Sales Executive,Good,Single,5337,Y,No,12,Average,10,10,7,5,7.0
RM482,34,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,1,Research Scientist,Good,Married,3622,Y,Yes,13,Average,6,6,5,1,3.0
RM495,34,26-35,No,Travel_Rarely,Sales,14,Technical Degree,Average,Female,1,Sales Representative,Average,Divorced,2579,Y,Yes,18,Average,8,8,2,0,6.0
RM504,34,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,1,Research Scientist,Good,Married,2691,Y,No,12,Average,10,10,9,8,8.0
RM525,34,26-35,No,Travel_Rarely,Research & Development,9,Medical,Good,Female,3,Healthcare Representative,Poor,Single,8621,Y,No,14,Average,9,8,7,7,7.0
RM550,34,26-35,No,Travel_Rarely,Research & Development,8,Medical,Poor,Female,2,Healthcare Representative,Average,Single,6142,Y,No,11,Average,10,5,1,4,3.0
RM561,34,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,Poor,Female,2,Manufacturing Director,Poor,Divorced,5121,Y,No,14,Average,7,0,0,0,0.0
RM568,34,26-35,No,Travel_Rarely,Sales,2,Other,Good,Male,2,Sales Executive,Good,Single,6274,Y,No,22,Good,6,6,5,1,4.0
RM575,34,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,1,Research Scientist,Good,Single,3280,Y,No,16,Average,10,4,2,1,3.0
RM580,34,26-35,No,Travel_Rarely,Research & Development,2,Medical,Average,Female,1,Research Scientist,Poor,Single,4381,Y,No,11,Average,6,6,5,1,3.0
RM584,34,26-35,No,Travel_Rarely,Sales,8,Life Sciences,Average,Female,2,Sales Executive,Poor,Married,6500,Y,No,17,Average,6,3,2,1,2.0
RM607,34,26-35,No,Travel_Frequently,Research & Development,16,Life Sciences,Average,Female,1,Research Scientist,Good,Single,2553,Y,No,16,Average,6,5,2,1,3.0
RM614,34,26-35,No,Travel_Rarely,Human Resources,3,Human Resources,Average,Male,1,Human Resources,Good,Married,3737,Y,No,19,Average,4,3,2,0,2.0
RM672,34,26-35,No,Travel_Rarely,Research & Development,10,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Divorced,2008,Y,No,14,Average,1,1,0,1,0.0
RM758,34,26-35,No,Travel_Rarely,Sales,1,Marketing,Poor,Male,2,Sales Executive,Good,Divorced,9725,Y,No,11,Average,16,15,1,0,9.0
RM764,34,26-35,No,Travel_Rarely,Sales,10,Life Sciences,Average,Female,1,Sales Representative,Average,Married,2220,Y,Yes,19,Average,1,1,1,0,0.0
RM795,34,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,Poor,Male,2,Healthcare Representative,Good,Single,7756,Y,No,17,Average,7,6,2,0,4.0
RM804,34,26-35,No,Non_Travel,Research & Development,3,Life Sciences,Average,Male,1,Research Scientist,Good,Married,2979,Y,No,17,Average,6,0,0,0,0.0
RM823,34,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Male,2,Manufacturing Director,Average,Single,4033,Y,No,11,Average,5,3,2,0,2.0
RM835,34,26-35,No,Travel_Rarely,Sales,9,Life Sciences,Poor,Female,2,Sales Executive,Average,Married,5714,Y,No,20,Good,6,6,5,1,3.0
RM848,34,26-35,No,Travel_Frequently,Research & Development,1,Medical,Good,Male,2,Healthcare Representative,Poor,Single,5343,Y,No,20,Good,14,13,9,4,9.0
RM907,34,26-35,No,Travel_Rarely,Research & Development,20,Technical Degree,Average,Female,1,Research Scientist,Average,Married,2585,Y,No,17,Average,2,1,0,0,0.0
RM918,34,26-35,No,Travel_Rarely,Sales,2,Marketing,Average,Female,2,Sales Executive,Poor,Single,4538,Y,Yes,12,Average,4,3,2,0,2.0
RM921,34,26-35,No,Travel_Frequently,Research & Development,19,Medical,Average,Female,2,Laboratory Technician,Poor,Divorced,4444,Y,No,13,Average,15,11,8,5,10.0
RM924,34,26-35,No,Travel_Frequently,Human Resources,11,Life Sciences,Average,Male,2,Human Resources,Poor,Married,4490,Y,No,11,Average,14,10,9,1,8.0
RM959,34,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,Good,Male,3,Healthcare Representative,Good,Divorced,8500,Y,No,11,Average,10,9,7,1,6.0
RM965,34,26-35,No,Travel_Rarely,Sales,15,Medical,Average,Female,2,Sales Executive,Poor,Single,6125,Y,No,12,Average,10,10,8,9,6.0
RM978,34,26-35,No,Non_Travel,Research & Development,26,Technical Degree,Poor,Female,1,Research Scientist,Average,Divorced,2029,Y,No,20,Good,5,5,4,0,0.0
RM980,34,26-35,No,Travel_Rarely,Research & Development,29,Medical,Poor,Male,2,Laboratory Technician,Average,Married,5429,Y,No,13,Average,10,8,7,7,7.0
RM984,34,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,Average,Female,2,Healthcare Representative,Good,Single,6687,Y,No,11,Average,14,14,11,4,11.0
RM1016,34,26-35,No,Travel_Frequently,Research & Development,1,Other,Good,Male,1,Research Scientist,Poor,Divorced,2996,Y,No,14,Average,10,4,3,1,3.0
